date,isin_corporate_name_cleaned,company_parent_country,target_country1,target_country2,target_country3,target_country4,target_country5,target_country6,ngo_name1,ngo_name2,ngo_name3,ngo_name4,ngo_name5
2016-10-27,3i  ,UK,UK,,,,,,Business and Human Rights Resource Centre,,,,
2016-10-27,Provident Financial  ,UK,UK,,,,,,Business and Human Rights Resource Centre,,,,
2016-10-27,,USA,Honduras,,,,,,Movimiento Unificado Campesino del Aguan MUCA,ATALC / FoE Latin America and the Caribbean,,,
2016-10-26,,Netherlands,Netherlands,,,,,,Natuur & Milieu,,,,
2016-10-26,,USA,Azerbaijan,USA,Europe (incl. Brussels),,,,Human Rights Watch HRW,CEE Bankwatch Network,,,
2016-10-26,,Luxembourg,Azerbaijan,USA,Europe (incl. Brussels),,,,Human Rights Watch HRW,CEE Bankwatch Network,,,
2016-10-26,,UK,Azerbaijan,USA,Europe (incl. Brussels),,,,Human Rights Watch HRW,CEE Bankwatch Network,,,
2016-10-25,,USA,Palestine,Israel,,,,,SumOfUs,,,,
2016-10-24,Deutsche Bank ,Germany,Portugal,,,,,,DECO Proteste ,,,,
2016-10-21,HSBC   ,UK,UK,,,,,,Which? (UK Consumers Association),,,,
2016-10-21,Barclays  ,UK,UK,,,,,,Which? (UK Consumers Association),,,,
2016-10-21,Lloyds Banking  ,UK,UK,,,,,,Which? (UK Consumers Association),,,,
2016-10-21,,Spain,UK,,,,,,Which? (UK Consumers Association),,,,
2016-10-21,,UK,UK,,,,,,Which? (UK Consumers Association),,,,
2016-10-21,HSBC   ,UK,UK,,,,,,Which? (UK Consumers Association),,,,
2016-10-21,Lloyds Banking  ,UK,UK,,,,,,Which? (UK Consumers Association),,,,
2016-10-21,Lloyds Banking  ,UK,UK,,,,,,Which? (UK Consumers Association),,,,
2016-10-21,,UK,UK,,,,,,Which? (UK Consumers Association),,,,
2016-10-21,,UK,UK,,,,,,Which? (UK Consumers Association),,,,
2016-10-21,,UK,UK,,,,,,Which? (UK Consumers Association),,,,
2016-10-21,HSBC   ,UK,UK,,,,,,Which? (UK Consumers Association),,,,
2016-10-21,WellCare Health Plans ,USA,USA,,,,,,Consumer Action ,Public Citizen ,National Consumer Law Center NCLC,Electronic Privacy Information Center EPIC,
2016-10-20,,USA,Congo,,,,,,Action Contre l'Impunite pour les Droits Humains ACIDH,ASADHO African Association for the Defense of Human Rights ,African Resources Watch/AfreWatch,,
2016-10-20,,UK,Australia,UK,,,,,Biofuelwatch,Greenpeace UK,Coal Action Network UK,,
2016-10-20,,USA,Brazil,Indonesia,USA,,,,Friends of the Earth U.S. / FoE U.S.,,,,
2016-10-19,Barclays  ,UK,UK,,,,,,Frack Free Ryedale,Friends of the Earth England / FoE EWNI,People and Planet,,
2016-10-18,Commerzbank ,Germany,Germany,,,,,,Deutsche Umwelthilfe DUH,,,,
2016-10-18,Allianz ,Germany,Germany,,,,,,Deutsche Umwelthilfe DUH,,,,
2016-10-14,Wells Fargo ,USA,USA,,,,,,Public Citizen ,,,,
2016-10-13,,Netherlands,Finland,Honduras,Netherlands,,,,Consejo Civico de Organizaciones Populares e Indigenas COPINH,,,,
2016-10-13,,Finland,Finland,Honduras,Netherlands,,,,Consejo Civico de Organizaciones Populares e Indigenas COPINH,,,,
2016-10-13,,USA,Mongolia,Russia,,,,,Rivers Without Boundaries,,,,
2016-10-13,BNP Paribas ,France,Indonesia,,,,,,International Labor Rights Forum ILRF,Rainforest Action Network RAN,,,
2016-10-13,Deutsche Bank ,Germany,Indonesia,,,,,,International Labor Rights Forum ILRF,Rainforest Action Network RAN,,,
2016-10-13,HSBC   ,UK,Indonesia,,,,,,International Labor Rights Forum ILRF,Rainforest Action Network RAN,,,
2016-10-13,Standard Chartered  ,UK,Indonesia,,,,,,International Labor Rights Forum ILRF,Rainforest Action Network RAN,,,
2016-10-13,,Netherlands,Indonesia,,,,,,International Labor Rights Forum ILRF,Rainforest Action Network RAN,,,
2016-10-13,,USA,Indonesia,,,,,,International Labor Rights Forum ILRF,Rainforest Action Network RAN,,,
2016-10-13,,USA,Mozambique,,,,,,Center for Biological Diversity CBD,Friends of the Earth U.S. / FoE U.S.,Justica Ambiental / FoE Mozambique,,
2016-10-06,,USA,Mongolia,,,,,,Rivers Without Boundaries,,,,
2016-10-05,,USA,USA,,,,,,U.S. PIRG,Citizens for Tax Justice,Institute on Taxation and Economic Policy ITEP,,
2016-10-05,Goldman Sachs ,USA,USA,,,,,,U.S. PIRG,Citizens for Tax Justice,Institute on Taxation and Economic Policy ITEP,,
2016-10-04,,USA,USA,Europe (incl. Brussels),,,,,Inclusive Development International / IDI,,,,
2016-10-04,,USA,USA,Europe (incl. Brussels),,,,,Inclusive Development International / IDI,,,,
2016-10-04,Wells Fargo ,USA,USA,,,,,,Public Citizen ,,,,
2016-10-03,Capital One Financial ,USA,USA,,,,,,PETA U.S.A. ,,,,
2016-09-29,,Luxembourg,Europe (incl. Brussels),,,,,,WWF Europe ,CEE Bankwatch Network,Climate Action Network Europe / CAN Europe,,
2016-09-27,Allstate ,USA,USA,,,,,,Consumer Federation of America CFA,,,,
2016-09-27,Berkshire Hathaway ,USA,USA,,,,,,Consumer Federation of America CFA,,,,
2016-09-27,,USA,USA,,,,,,Consumer Federation of America CFA,,,,
2016-09-27,KBC Groep ,Belgium,Belgium,,,,,,FairFin (previously Netwerk Vlaanderen),,,,
2016-09-21,,USA,Bangladesh,USA,,,,,Center for Biological Diversity CBD,Friends of the Earth U.S. / FoE U.S.,Bangladesh Poribesh Andolon (BAPA),Rainforest Action Network RAN,
2016-09-20,Danske Bank ,Denmark,Sweden,,,,,,Diakonia,Fair Finance Guide Sverige,,,
2016-09-20,Swedbank ,Sweden,Sweden,,,,,,Diakonia,Fair Finance Guide Sverige,,,
2016-09-20,,Sweden,Sweden,,,,,,Diakonia,Fair Finance Guide Sverige,,,
2016-09-20,Old Mutual  ,UK,Sweden,,,,,,Diakonia,Fair Finance Guide Sverige,,,
2016-09-20,,Sweden,Sweden,,,,,,Diakonia,Fair Finance Guide Sverige,,,
2016-09-20,Svenska Handelsbanken ,Sweden,Sweden,,,,,,Diakonia,Fair Finance Guide Sverige,,,
2016-09-20,,Sweden,Sweden,,,,,,Diakonia,Fair Finance Guide Sverige,,,
2016-09-20,Bank of America ,USA,USA,,,,,,350.org,Rainforest Action Network RAN,,,
2016-09-20,BNP Paribas ,France,USA,,,,,,350.org,Rainforest Action Network RAN,,,
2016-09-20,JPMorgan Chase ,USA,USA,,,,,,350.org,Rainforest Action Network RAN,,,
2016-09-20,BNP Paribas ,France,USA,,,,,,350.org,Rainforest Action Network RAN,,,
2016-09-15,,Luxembourg,Europe (incl. Brussels),,,,,,Counter Balance-EIB,,,,
2016-09-14,,USA,USA,Uzbekistan,,,,,International Labor Rights Forum ILRF,,,,
2016-09-13,BNP Paribas ,France,France,,,,,,UFC Que Choisir ,,,,
2016-09-12,,USA,Canada,Colombia,,,,,Center for International Environmental Law CIEL,MiningWatch Canada,Stichting Onderzoek Multinationale Ondernemingen / SOMO,Comite por la Defensa del Agua y el Paramo de Santurban,
2016-09-12,,USA,Canada,Colombia,,,,,Center for International Environmental Law CIEL,MiningWatch Canada,Stichting Onderzoek Multinationale Ondernemingen / SOMO,Comite por la Defensa del Agua y el Paramo de Santurban,
2016-09-08,Bank of America ,USA,USA,,,,,,Food & Water Watch FWW,,,,
2016-09-08,,UK,USA,,,,,,Food & Water Watch FWW,,,,
2016-09-08,BNP Paribas ,France,USA,,,,,,Food & Water Watch FWW,,,,
2016-09-08,Deutsche Bank ,Germany,USA,,,,,,Food & Water Watch FWW,,,,
2016-09-08,HSBC   ,UK,USA,,,,,,Food & Water Watch FWW,,,,
2016-09-08,Barclays  ,UK,USA,,,,,,Food & Water Watch FWW,,,,
2016-09-08,JPMorgan Chase ,USA,USA,,,,,,Food & Water Watch FWW,,,,
2016-09-08,Morgan Stanley ,USA,USA,,,,,,Food & Water Watch FWW,,,,
2016-09-08,Wells Fargo ,USA,USA,,,,,,Food & Water Watch FWW,,,,
2016-09-08,ING Groep ,Netherlands,USA,,,,,,Food & Water Watch FWW,,,,
2016-09-08,,USA,USA,,,,,,Food & Water Watch FWW,,,,
2016-09-08,,France,USA,,,,,,Food & Water Watch FWW,,,,
2016-09-08,Goldman Sachs ,USA,USA,,,,,,Food & Water Watch FWW,,,,
2016-09-08,Intesa Sanpaolo ,Italy,USA,,,,,,Food & Water Watch FWW,,,,
2016-09-08,,France,USA,,,,,,Food & Water Watch FWW,,,,
2016-09-08,,USA,USA,,,,,,Food & Water Watch FWW,,,,
2016-09-08,Comerica ,USA,USA,,,,,,Food & Water Watch FWW,,,,
2016-09-07,Goldman Sachs ,USA,Europe (incl. Brussels),,,,,,Corporate Europe Observatory / CEO,ALTER-EU,,,
2016-09-07,HSBC   ,UK,Indonesia,USA,,,,,TuK Indonesia,Rainforest Action Network RAN,,,
2016-09-07,JPMorgan Chase ,USA,Indonesia,USA,,,,,TuK Indonesia,Rainforest Action Network RAN,,,
2016-09-07,Standard Chartered  ,UK,Indonesia,USA,,,,,TuK Indonesia,Rainforest Action Network RAN,,,
2016-09-05,Deutsche Bank ,Germany,Portugal,,,,,,DECO Proteste ,,,,
2016-09-05,Banco Bilbao Vizcaya Argentaria ,Spain,Portugal,,,,,,DECO Proteste ,,,,
2016-09-05,Banco Popular Espanol ,Spain,Portugal,,,,,,DECO Proteste ,,,,
2016-09-05,Banco Espirito Santo ,Portugal,Portugal,,,,,,DECO Proteste ,,,,
2016-09-05,Credit Agricole ,Portugal,Portugal,,,,,,DECO Proteste ,,,,
2016-09-05,,Portugal,Portugal,,,,,,DECO Proteste ,,,,
2016-09-05,,Spain,Portugal,,,,,,DECO Proteste ,,,,
2016-09-01,,USA,USA,,,,,,U.S. PIRG,,,,
2016-09-01,,USA,USA,,,,,,U.S. PIRG,,,,
2016-09-01,,USA,USA,,,,,,U.S. PIRG,,,,
2016-09-01,,USA,USA,,,,,,U.S. PIRG,,,,
2016-09-01,,USA,USA,,,,,,U.S. PIRG,,,,
2016-09-01,,USA,USA,,,,,,U.S. PIRG,,,,
2016-09-01,,USA,USA,,,,,,U.S. PIRG,,,,
2016-09-01,,USA,USA,,,,,,U.S. PIRG,,,,
2016-09-02,Deutsche Bank ,Germany,Germany,,,,,,Verbraucherzentrale Hamburg / Vzhh,Stiftung Warentest,,,
2016-08-30,,USA,New Zealand,,,,,,Amnesty New Zealand ,,,,
2016-08-26,,USA,Poland,,,,,,Fundacja Nasza Ziemia / Our Earth Foundation,Pracownia Na Rzecz Wszystkich Istot / Workshop for All Beings,Eko Unia,Zielony Instytut,ClientEarth Poland
2016-08-18,,Belgium,Belgium,,,,,,SOS Faim,,,,
2016-08-18,,USA,USA,,,,,,Sierra Club U.S.A.,,,,
2016-08-16,BlackRock ,USA,USA,,,,,,Gays Against Guns / GAG,,,,
2016-08-15,,USA,USA,,,,,,Earthjustice,Wilderness Society USA,,,
2016-08-11,Goldman Sachs ,USA,Europe (incl. Brussels),,,,,,ALTER-EU,,,,
2016-08-08,Lloyds Banking  ,UK,UK,,,,,,High Pay Centre,,,,
2016-08-08,Prudential  ,UK,UK,,,,,,High Pay Centre,,,,
2016-08-08,Schroders  ,UK,UK,,,,,,High Pay Centre,,,,
2016-08-04,,USA,USA,,,,,,Consumer Watchdog / Foundation for Taxpayer and Consumer Rights,,,,
2016-08-02,,USA,USA,Uzbekistan,,,,,Cotton Campaign,,,,
2016-08-01,,Germany,Congo,,,,,,GRAIN,FIAN Germany,Urgewald,RIAO-RDC (Reseau d'information et d'appui aux ONG nationales),
2016-08-01,,Netherlands,Congo,,,,,,GRAIN,FIAN Germany,Urgewald,RIAO-RDC (Reseau d'information et d'appui aux ONG nationales),
2016-08-01,,UK,Congo,,,,,,GRAIN,FIAN Germany,Urgewald,RIAO-RDC (Reseau d'information et d'appui aux ONG nationales),
2016-08-01,,USA,Congo,,,,,,GRAIN,FIAN Germany,Urgewald,RIAO-RDC (Reseau d'information et d'appui aux ONG nationales),
2016-08-01,,France,Congo,,,,,,GRAIN,FIAN Germany,Urgewald,RIAO-RDC (Reseau d'information et d'appui aux ONG nationales),
2016-08-01,,France,Congo,,,,,,GRAIN,FIAN Germany,Urgewald,RIAO-RDC (Reseau d'information et d'appui aux ONG nationales),
2016-08-01,,Spain,Congo,,,,,,GRAIN,FIAN Germany,Urgewald,RIAO-RDC (Reseau d'information et d'appui aux ONG nationales),
2016-07-29,,USA,USA,,,,,,Friends of the Earth U.S. / FoE U.S.,,,,
2016-07-28,Deutsche Bank ,Germany,Australia,Nauru,Papua New Guinea,Spain,,,Get Up!,Human Rights Law Centre,,,
2016-07-28,JPMorgan Chase ,USA,Australia,Nauru,Papua New Guinea,Spain,,,Get Up!,Human Rights Law Centre,,,
2016-07-28,BlackRock ,USA,Australia,Nauru,Papua New Guinea,Spain,,,Get Up!,Human Rights Law Centre,,,
2016-07-28,BNP Paribas ,France,Indonesia,Japan,Europe (incl. Brussels),,,,Amis de la Terre France / FoE France,Friends of the Earth Japan / FoE Japan,Greenpeace Indonesia / Greenpeace SEA,,
2016-07-28,Societe Generale ,France,Indonesia,Japan,Europe (incl. Brussels),,,,Amis de la Terre France / FoE France,Friends of the Earth Japan / FoE Japan,Greenpeace Indonesia / Greenpeace SEA,,
2016-07-28,,France,Indonesia,Japan,Europe (incl. Brussels),,,,Amis de la Terre France / FoE France,Friends of the Earth Japan / FoE Japan,Greenpeace Indonesia / Greenpeace SEA,,
2016-07-28,,UK,Europe (incl. Brussels),,,,,,FERN Forests and the European Union Resource Network,,,,
2016-07-28,BNP Paribas ,France,Europe (incl. Brussels),,,,,,FERN Forests and the European Union Resource Network,,,,
2016-07-28,HSBC   ,UK,Europe (incl. Brussels),,,,,,FERN Forests and the European Union Resource Network,,,,
2016-07-28,Banco Bilbao Vizcaya Argentaria ,Spain,Europe (incl. Brussels),,,,,,FERN Forests and the European Union Resource Network,,,,
2016-07-28,Barclays  ,UK,Europe (incl. Brussels),,,,,,FERN Forests and the European Union Resource Network,,,,
2016-07-28,ING Groep ,Netherlands,Europe (incl. Brussels),,,,,,FERN Forests and the European Union Resource Network,,,,
2016-07-28,Lloyds Banking  ,UK,Europe (incl. Brussels),,,,,,FERN Forests and the European Union Resource Network,,,,
2016-07-28,Societe Generale ,France,Europe (incl. Brussels),,,,,,FERN Forests and the European Union Resource Network,,,,
2016-07-28,,France,Europe (incl. Brussels),,,,,,FERN Forests and the European Union Resource Network,,,,
2016-07-28,,Netherlands,Europe (incl. Brussels),,,,,,FERN Forests and the European Union Resource Network,,,,
2016-07-28,Standard Chartered  ,UK,Europe (incl. Brussels),,,,,,FERN Forests and the European Union Resource Network,,,,
2016-07-28,Commerzbank ,Germany,Europe (incl. Brussels),,,,,,FERN Forests and the European Union Resource Network,,,,
2016-07-28,UniCredit ,Italy,Europe (incl. Brussels),,,,,,FERN Forests and the European Union Resource Network,,,,
2016-07-28,,Netherlands,Europe (incl. Brussels),,,,,,FERN Forests and the European Union Resource Network,,,,
2016-07-28,KBC Groep ,Belgium,Europe (incl. Brussels),,,,,,FERN Forests and the European Union Resource Network,,,,
2016-07-28,,France,Europe (incl. Brussels),,,,,,FERN Forests and the European Union Resource Network,,,,
2016-07-28,,France,Europe (incl. Brussels),,,,,,FERN Forests and the European Union Resource Network,,,,
2016-07-28,,Germany,Europe (incl. Brussels),,,,,,FERN Forests and the European Union Resource Network,,,,
2016-07-28,,France,Europe (incl. Brussels),,,,,,FERN Forests and the European Union Resource Network,,,,
2016-07-28,Commerzbank ,Germany,Germany,,,,,,Urgewald,,,,
2016-07-27,,Luxembourg,Albania,Europe (incl. Brussels),,,,,Re:Common,Counter Balance-EIB,,,
2016-07-27,,UK,Albania,Europe (incl. Brussels),,,,,Re:Common,Counter Balance-EIB,,,
2016-07-27,JPMorgan Chase ,USA,USA,,,,,,As You Sow,Friends of the Earth U.S. / FoE U.S.,,,
2016-07-27,BlackRock ,USA,USA,,,,,,As You Sow,Friends of the Earth U.S. / FoE U.S.,,,
2016-07-27,Prudential  ,UK,USA,,,,,,As You Sow,Friends of the Earth U.S. / FoE U.S.,,,
2016-07-27,,USA,USA,,,,,,As You Sow,Friends of the Earth U.S. / FoE U.S.,,,
2016-07-27,,USA,USA,,,,,,As You Sow,Friends of the Earth U.S. / FoE U.S.,,,
2016-07-27,,USA,USA,,,,,,As You Sow,Friends of the Earth U.S. / FoE U.S.,,,
2016-07-27,,USA,USA,,,,,,As You Sow,Friends of the Earth U.S. / FoE U.S.,,,
2016-07-27,,USA,USA,,,,,,As You Sow,Friends of the Earth U.S. / FoE U.S.,,,
2016-07-21,BlackRock ,USA,USA,,,,,,Ceres/INCR,,,,
2016-07-21,,USA,USA,,,,,,Ceres/INCR,,,,
2016-07-21,,USA,USA,,,,,,Ceres/INCR,,,,
2016-07-14,Bank of America ,USA,USA,,,,,,Natural Resources Defense Council NRDC,Ceres/INCR,,,
2016-07-13,,UK,Romania,,,,,,CEE Bankwatch Network,Counter Balance-EIB,,,
2016-07-11,,UK,UK,,,,,,Which? (UK Consumers Association),,,,
2016-07-11,HSBC   ,UK,UK,,,,,,Which? (UK Consumers Association),,,,
2016-07-11,Barclays  ,UK,UK,,,,,,Which? (UK Consumers Association),,,,
2016-07-11,Lloyds Banking  ,UK,UK,,,,,,Which? (UK Consumers Association),,,,
2016-07-11,,Spain,UK,,,,,,Which? (UK Consumers Association),,,,
2016-07-11,,UK,UK,,,,,,Which? (UK Consumers Association),,,,
2016-07-11,,UK,UK,,,,,,Which? (UK Consumers Association),,,,
2016-07-08,,USA,Uzbekistan,,,,,,Human Rights Watch HRW,International Labor Rights Forum ILRF,Cotton Campaign,,
2016-07-08,,USA,Uzbekistan,,,,,,Human Rights Watch HRW,International Labor Rights Forum ILRF,Cotton Campaign,,
2016-07-08,Intesa Sanpaolo ,Italy,Italy,,,,,,Altroconsumo,,,,
2016-07-04,,UK,UK,,,,,,Move Your Money UK,,,,
2016-07-04,HSBC   ,UK,UK,,,,,,Move Your Money UK,,,,
2016-07-04,Barclays  ,UK,UK,,,,,,Move Your Money UK,,,,
2016-07-04,Lloyds Banking  ,UK,UK,,,,,,Move Your Money UK,,,,
2016-07-04,,Spain,UK,,,,,,Move Your Money UK,,,,
2016-07-04,,UK,UK,,,,,,Move Your Money UK,,,,
2016-06-30,,USA,Bangladesh,USA,,,,,Center for Biological Diversity CBD,Friends of the Earth U.S. / FoE U.S.,Sierra Club U.S.A.,Rainforest Action Network RAN,
2016-06-28,Allstate ,USA,USA,,,,,,Consumer Federation of America CFA,,,,
2016-06-28,Berkshire Hathaway ,USA,USA,,,,,,Consumer Federation of America CFA,,,,
2016-06-28,,USA,USA,,,,,,Consumer Federation of America CFA,,,,
2016-06-27,Wells Fargo ,USA,USA,,,,,,Making Change at Walmart,,,,
2016-06-24,,USA,USA,,,,,,Jubilee Debt Campaign,African Forum and Network on Debt and Development (Afrodad),European Network on Debt and Development EURODAD,"Red Latinoamericana sobre Deuda, Desarrollo y Derechos/LATINDADD",
2016-06-24,,USA,USA,,,,,,Jubilee Debt Campaign,African Forum and Network on Debt and Development (Afrodad),European Network on Debt and Development EURODAD,"Red Latinoamericana sobre Deuda, Desarrollo y Derechos/LATINDADD",
2016-06-24,Barclays  ,UK,Netherlands,,,,,,Waddenvereniging,,,,
2016-06-24,Delta Lloyd ,Netherlands,Netherlands,,,,,,Waddenvereniging,,,,
2016-06-24,,Netherlands,Netherlands,,,,,,Waddenvereniging,,,,
2016-06-24,,Netherlands,Netherlands,,,,,,Waddenvereniging,,,,
2016-06-22,,Germany,Germany,,,,,,FIAN Germany,Urgewald,Rettet den Regenwald (Rainforest Rescue),,
2016-06-22,,Germany,Germany,,,,,,FIAN Germany,Urgewald,Rettet den Regenwald (Rainforest Rescue),,
2016-06-22,Aetna ,USA,USA,,,,,,Consumer Watchdog / Foundation for Taxpayer and Consumer Rights,,,,
2016-06-20,Bank of America ,USA,China,South Korea,USA,Europe (incl. Brussels),,,Pax (formerly IKV Pax Christi),Facing Finance,,,
2016-06-20,Deutsche Bank ,Germany,China,South Korea,USA,Europe (incl. Brussels),,,Pax (formerly IKV Pax Christi),Facing Finance,,,
2016-06-20,JPMorgan Chase ,USA,China,South Korea,USA,Europe (incl. Brussels),,,Pax (formerly IKV Pax Christi),Facing Finance,,,
2016-06-20,Wells Fargo ,USA,China,South Korea,USA,Europe (incl. Brussels),,,Pax (formerly IKV Pax Christi),Facing Finance,,,
2016-06-20,BlackRock ,USA,China,South Korea,USA,Europe (incl. Brussels),,,Pax (formerly IKV Pax Christi),Facing Finance,,,
2016-06-20,Allianz ,Germany,China,South Korea,USA,Europe (incl. Brussels),,,Pax (formerly IKV Pax Christi),Facing Finance,,,
2016-06-20,,USA,China,South Korea,USA,Europe (incl. Brussels),,,Pax (formerly IKV Pax Christi),Facing Finance,,,
2016-06-20,,USA,China,South Korea,USA,Europe (incl. Brussels),,,Pax (formerly IKV Pax Christi),Facing Finance,,,
2016-06-20,T Rowe Price ,USA,China,South Korea,USA,Europe (incl. Brussels),,,Pax (formerly IKV Pax Christi),Facing Finance,,,
2016-06-20,,Germany,China,South Korea,USA,Europe (incl. Brussels),,,Pax (formerly IKV Pax Christi),Facing Finance,,,
2016-06-21,,Austria,Belgium,Germany,Italy,,,,Altroconsumo,Test Achats / Test Aankoop,,,
2016-06-16,BNP Paribas ,France,UK,Europe (incl. Brussels),,,,,Corporate Europe Observatory / CEO,,,,
2016-06-16,Deutsche Bank ,Germany,UK,Europe (incl. Brussels),,,,,Corporate Europe Observatory / CEO,,,,
2016-06-16,Barclays  ,UK,UK,Europe (incl. Brussels),,,,,Corporate Europe Observatory / CEO,,,,
2016-06-16,JPMorgan Chase ,USA,UK,Europe (incl. Brussels),,,,,Corporate Europe Observatory / CEO,,,,
2016-06-16,,France,UK,Europe (incl. Brussels),,,,,Corporate Europe Observatory / CEO,,,,
2016-06-16,Goldman Sachs ,USA,UK,Europe (incl. Brussels),,,,,Corporate Europe Observatory / CEO,,,,
2016-06-16,Bank of New York Mellon ,USA,UK,Europe (incl. Brussels),,,,,Corporate Europe Observatory / CEO,,,,
2016-06-16,Allianz ,Germany,UK,Europe (incl. Brussels),,,,,Corporate Europe Observatory / CEO,,,,
2016-06-16,Deutsche Bank ,Germany,Germany,,,,,,Greenpeace Germany,,,,
2016-06-15,Bank of America ,USA,Canada,USA,Europe (incl. Brussels),,,,Sierra Club U.S.A.,Oil Change International / Price of Oil,Rainforest Action Network RAN,,
2016-06-15,,UK,Canada,USA,Europe (incl. Brussels),,,,Sierra Club U.S.A.,Oil Change International / Price of Oil,Rainforest Action Network RAN,,
2016-06-15,BNP Paribas ,France,Canada,USA,Europe (incl. Brussels),,,,Sierra Club U.S.A.,Oil Change International / Price of Oil,Rainforest Action Network RAN,,
2016-06-15,Deutsche Bank ,Germany,Canada,USA,Europe (incl. Brussels),,,,Sierra Club U.S.A.,Oil Change International / Price of Oil,Rainforest Action Network RAN,,
2016-06-15,HSBC   ,UK,Canada,USA,Europe (incl. Brussels),,,,Sierra Club U.S.A.,Oil Change International / Price of Oil,Rainforest Action Network RAN,,
2016-06-15,Barclays  ,UK,Canada,USA,Europe (incl. Brussels),,,,Sierra Club U.S.A.,Oil Change International / Price of Oil,Rainforest Action Network RAN,,
2016-06-15,,USA,Canada,USA,Europe (incl. Brussels),,,,Sierra Club U.S.A.,Oil Change International / Price of Oil,Rainforest Action Network RAN,,
2016-06-15,JPMorgan Chase ,USA,Canada,USA,Europe (incl. Brussels),,,,Sierra Club U.S.A.,Oil Change International / Price of Oil,Rainforest Action Network RAN,,
2016-06-15,Morgan Stanley ,USA,Canada,USA,Europe (incl. Brussels),,,,Sierra Club U.S.A.,Oil Change International / Price of Oil,Rainforest Action Network RAN,,
2016-06-15,Wells Fargo ,USA,Canada,USA,Europe (incl. Brussels),,,,Sierra Club U.S.A.,Oil Change International / Price of Oil,Rainforest Action Network RAN,,
2016-06-15,ING Groep ,Netherlands,Canada,USA,Europe (incl. Brussels),,,,Sierra Club U.S.A.,Oil Change International / Price of Oil,Rainforest Action Network RAN,,
2016-06-15,,Spain,Canada,USA,Europe (incl. Brussels),,,,Sierra Club U.S.A.,Oil Change International / Price of Oil,Rainforest Action Network RAN,,
2016-06-15,,USA,Canada,USA,Europe (incl. Brussels),,,,Sierra Club U.S.A.,Oil Change International / Price of Oil,Rainforest Action Network RAN,,
2016-06-15,Societe Generale ,France,Canada,USA,Europe (incl. Brussels),,,,Sierra Club U.S.A.,Oil Change International / Price of Oil,Rainforest Action Network RAN,,
2016-06-15,,France,Canada,USA,Europe (incl. Brussels),,,,Sierra Club U.S.A.,Oil Change International / Price of Oil,Rainforest Action Network RAN,,
2016-06-15,Goldman Sachs ,USA,Canada,USA,Europe (incl. Brussels),,,,Sierra Club U.S.A.,Oil Change International / Price of Oil,Rainforest Action Network RAN,,
2016-06-15,UniCredit ,Italy,Canada,USA,Europe (incl. Brussels),,,,Sierra Club U.S.A.,Oil Change International / Price of Oil,Rainforest Action Network RAN,,
2016-06-14,,USA,Uganda,,,,,,World Rainforest Movement WRM / RECOMA,,,,
2016-06-14,,USA,Uganda,,,,,,World Rainforest Movement WRM / RECOMA,,,,
2016-06-14,Barclays  ,UK,UK,,,,,,Christian Aid UK,,,,
2016-06-14,,France,UK,,,,,,Christian Aid UK,,,,
2016-06-14,,USA,Liberia,,,,,,Global Witness,,,,
2016-06-15,KBC Groep ,Belgium,Belgium,,,,,,Natuurpunt,,,,
2016-06-10,,UK,Russia,,,,,,WWF Russia,,,,
2016-06-10,HSBC   ,UK,Russia,,,,,,WWF Russia,,,,
2016-06-10,,USA,Russia,,,,,,WWF Russia,,,,
2016-06-08,,UK,Europe (incl. Brussels),,,,,,Corporate Europe Observatory / CEO,,,,
2016-06-08,HSBC   ,UK,Europe (incl. Brussels),,,,,,Corporate Europe Observatory / CEO,,,,
2016-06-08,Barclays  ,UK,Europe (incl. Brussels),,,,,,Corporate Europe Observatory / CEO,,,,
2016-06-08,Morgan Stanley ,USA,Europe (incl. Brussels),,,,,,Corporate Europe Observatory / CEO,,,,
2016-06-08,Goldman Sachs ,USA,Europe (incl. Brussels),,,,,,Corporate Europe Observatory / CEO,,,,
2016-06-08,Bank of America ,USA,Europe (incl. Brussels),,,,,,Corporate Europe Observatory / CEO,,,,
2016-06-08,,USA,Belgium,,,,,,SOS Faim,Amis de la Terre Belgique / FoE Belgium (Wallonia and Brussels),,,
2016-06-02,BNP Paribas ,France,France,,,,,,France Libertes/Fondation Danielle Mitterrand,Observatoire des Multinationales,,,
2016-06-02,,Denmark,Denmark,,,,,,WWF Denmark,,,,
2016-06-02,,Denmark,Denmark,,,,,,WWF Denmark,,,,
2016-06-02,,Denmark,Denmark,,,,,,WWF Denmark,,,,
2016-06-02,,Denmark,Denmark,,,,,,WWF Denmark,,,,
2016-06-02,,Denmark,Denmark,,,,,,WWF Denmark,,,,
2016-06-02,,Denmark,Denmark,,,,,,WWF Denmark,,,,
2016-06-02,Topdanmark ,Denmark,Denmark,,,,,,WWF Denmark,,,,
2016-06-01,,Netherlands,Netherlands,,,,,,Greenpeace Netherlands,Milieudefensie / FoE Netherlands,Oxfam Novib Netherlands,IUCN Netherlands,
2016-05-31,Barclays  ,UK,UK,,,,,,Friends of the Earth England / FoE EWNI,Greenpeace UK,,,
2016-05-31,,USA,USA,Europe (incl. Brussels),,,,,Human Rights Watch HRW,Clean Clothes Campaign International,,,
2016-05-31,Deutsche Bank ,Germany,Dominican Republic,,,,,,Amis de la Terre France / FoE France,,,,
2016-05-31,ING Groep ,Netherlands,Dominican Republic,,,,,,Amis de la Terre France / FoE France,,,,
