"GEO_ID","NAME","P3_001N","P3_002N","P3_003N","P3_004N","P3_005N","P3_006N","P3_007N","P3_008N",
"Geography","Geographic Area Name"," !!Total:"," !!Total:!!White alone"," !!Total:!!Black or African American alone"," !!Total:!!American Indian and Alaska Native alone"," !!Total:!!Asian alone"," !!Total:!!Native Hawaiian and Other Pacific Islander alone"," !!Total:!!Some Other Race alone"," !!Total:!!Two or More Races",
"860Z200US83239","ZCTA5 83239","609","571","3","0","4","0","4","27",
"860Z200US83241","ZCTA5 83241","1924","1749","0","10","4","6","77","78",
"860Z200US83243","ZCTA5 83243","117","104","0","0","0","0","4","9",
"860Z200US83244","ZCTA5 83244","281","245","1","10","0","1","7","17",
"860Z200US83245","ZCTA5 83245","2266","2127","5","16","8","1","20","89",
"860Z200US83246","ZCTA5 83246","1038","965","2","12","3","0","12","44",
"860Z200US83250","ZCTA5 83250","1796","1717","1","17","0","2","13","46",
"860Z200US83251","ZCTA5 83251","1100","1040","0","3","5","0","12","40",
"860Z200US83252","ZCTA5 83252","4403","4170","3","17","15","4","43","151",
"860Z200US83253","ZCTA5 83253","157","141","0","1","0","0","3","12",
"860Z200US83254","ZCTA5 83254","3803","3595","3","20","3","1","35","146",
"860Z200US83255","ZCTA5 83255","1121","1043","0","5","0","0","15","58",
"860Z200US83261","ZCTA5 83261","621","589","1","5","1","0","1","24",
"860Z200US83262","ZCTA5 83262","1401","1128","2","15","11","0","129","116",
"860Z200US83263","ZCTA5 83263","9928","9067","18","80","27","5","278","453",
"860Z200US83271","ZCTA5 83271","488","469","0","0","0","0","2","17",
"860Z200US83272","ZCTA5 83272","292","285","1","0","0","0","1","5",
"860Z200US83274","ZCTA5 83274","10673","9319","29","71","37","4","538","675",
"860Z200US83276","ZCTA5 83276","4311","4028","1","36","5","7","55","179",
"860Z200US83277","ZCTA5 83277","155","127","0","1","0","0","17","10",
"860Z200US83278","ZCTA5 83278","416","374","2","6","5","0","8","21",
"860Z200US83281","ZCTA5 83281","83","80","0","0","0","0","1","2",
"860Z200US83283","ZCTA5 83283","143","141","0","0","0","0","0","2",
"860Z200US83285","ZCTA5 83285","80","73","0","0","2","0","0","5",
"860Z200US83286","ZCTA5 83286","1424","1315","1","9","0","1","20","78",
"860Z200US83287","ZCTA5 83287","313","298","1","1","2","0","0","11",
"860Z200US83301","ZCTA5 83301","60789","48193","978","630","1343","197","3952","5496",
"860Z200US83302","ZCTA5 83302","159","123","3","3","1","0","20","9",
"860Z200US83311","ZCTA5 83311","560","517","0","4","2","0","15","22",
"860Z200US83312","ZCTA5 83312","171","169","0","0","0","0","2","0",
"860Z200US83313","ZCTA5 83313","3815","2750","17","33","18","4","570","423",
"860Z200US83314","ZCTA5 83314","897","677","0","4","5","1","140","70",
"860Z200US83316","ZCTA5 83316","10295","8146","19","119","36","9","992","974",
"860Z200US83318","ZCTA5 83318","18990","13285","55","213","122","23","3517","1775",
"860Z200US83320","ZCTA5 83320","1050","822","2","4","4","4","96","118",
"860Z200US83321","ZCTA5 83321","500","365","6","5","0","1","68","55",
"860Z200US83322","ZCTA5 83322","54","48","0","0","0","0","0","6",
"860Z200US83323","ZCTA5 83323","1962","1457","8","11","8","0","355","123",
"860Z200US83324","ZCTA5 83324","694","558","1","9","2","1","51","72",
"860Z200US83325","ZCTA5 83325","995","769","1","1","6","0","133","85",
"860Z200US83327","ZCTA5 83327","944","831","2","1","8","0","18","84",
"860Z200US83328","ZCTA5 83328","6230","5513","16","77","13","1","222","388",
"860Z200US83330","ZCTA5 83330","6720","4980","16","87","24","4","769","840",
"860Z200US83332","ZCTA5 83332","2434","2098","6","16","7","2","141","164",
"860Z200US83333","ZCTA5 83333","11775","8560","19","97","124","5","1804","1166",
"860Z200US83334","ZCTA5 83334","2152","1600","8","22","5","0","317","200",
"860Z200US83335","ZCTA5 83335","1886","1307","1","9","2","0","327","240",
"860Z200US83336","ZCTA5 83336","5727","3870","17","81","21","8","1008","722",
"860Z200US83337","ZCTA5 83337","35","30","0","0","0","0","1","4",
"860Z200US83338","ZCTA5 83338","21486","14387","46","436","90","22","3534","2971",
"860Z200US83340","ZCTA5 83340","5647","4717","6","10","56","3","445","410",
"860Z200US83341","ZCTA5 83341","8838","7612","23","65","31","1","536","570",
"860Z200US83342","ZCTA5 83342","1169","979","1","5","1","0","115","68",
"860Z200US83344","ZCTA5 83344","1339","846","4","17","2","11","307","152",
"860Z200US83346","ZCTA5 83346","1459","1156","3","19","4","2","189","86",
"860Z200US83347","ZCTA5 83347","3275","2269","2","37","6","7","574","380",
"860Z200US83348","ZCTA5 83348","93","88","0","0","0","0","5","0",
"860Z200US83349","ZCTA5 83349","923","746","0","10","1","1","60","105",
"860Z200US83350","ZCTA5 83350","12975","8706","21","173","35","5","2554","1481",
"860Z200US83352","ZCTA5 83352","3516","2351","5","49","7","2","672","430",
"860Z200US83353","ZCTA5 83353","1774","1644","6","0","10","0","24","90",
"860Z200US83354","ZCTA5 83354","3","1","0","0","0","0","0","2",
"860Z200US83355","ZCTA5 83355","5332","3373","7","51","8","2","1158","733",
"860Z200US83401","ZCTA5 83401","47114","38810","217","519","402","67","3498","3601",
"860Z200US83402","ZCTA5 83402","28452","22452","186","453","288","23","2803","2247",
"860Z200US83404","ZCTA5 83404","25491","22177","151","156","436","41","900","1630",
"860Z200US83406","ZCTA5 83406","19003","16744","63","114","271","22","586","1203",
"860Z200US83414","ZCTA5 83414","546","494","0","1","10","0","12","29",
"860Z200US83420","ZCTA5 83420","2445","2127","2","15","6","4","193","98",
"860Z200US83421","ZCTA5 83421","349","314","0","6","0","0","9","20",
"860Z200US83422","ZCTA5 83422","3871","3043","12","48","30","0","482","256",
"860Z200US83423","ZCTA5 83423","678","415","10","1","1","0","161","90",
"860Z200US83424","ZCTA5 83424","260","185","1","0","0","0","64","10",
"860Z200US83425","ZCTA5 83425","597","483","1","3","1","0","83","26",
"860Z200US83427","ZCTA5 83427","2566","2361","0","5","9","1","75","115",
"860Z200US83428","ZCTA5 83428","527","471","2","7","12","0","3","32",
"860Z200US83429","ZCTA5 83429","980","922","0","4","4","3","14","33",
"860Z200US83431","ZCTA5 83431","914","818","1","4","1","0","53","37",
"860Z200US83433","ZCTA5 83433","101","95","0","0","0","0","0","6",
"860Z200US83434","ZCTA5 83434","1693","1539","0","15","0","2","51","86",
"860Z200US83435","ZCTA5 83435","670","516","1","13","0","0","102","38",
"860Z200US83436","ZCTA5 83436","541","453","1","0","1","2","47","37",
"860Z200US83438","ZCTA5 83438","93","87","0","0","0","0","4","2",
"860Z200US83440","ZCTA5 83440","50567","43253","720","232","946","225","2420","2771",
"860Z200US83442","ZCTA5 83442","23831","21338","73","154","105","26","925","1210",
"860Z200US83443","ZCTA5 83443","1154","977","5","5","11","3","80","73",
"860Z200US83444","ZCTA5 83444","1351","974","2","6","6","1","262","100",
"860Z200US83445","ZCTA5 83445","7411","6275","19","68","30","17","586","416",
"860Z200US83446","ZCTA5 83446","47","38","0","0","0","0","3","6",
"860Z200US83448","ZCTA5 83448","2590","2289","9","9","10","2","122","149",
"860Z200US83449","ZCTA5 83449","320","301","2","6","0","0","1","10",
"860Z200US83450","ZCTA5 83450","1055","758","3","4","0","2","211","77",
"860Z200US83451","ZCTA5 83451","987","807","2","1","2","0","118","57",
"860Z200US83452","ZCTA5 83452","1773","1605","2","2","5","0","57","102",
"860Z200US83454","ZCTA5 83454","257","237","5","3","0","0","5","7",
"860Z200US83455","ZCTA5 83455","5675","4550","10","27","19","0","583","486",
"860Z200US83460","ZCTA5 83460","53","17","4","1","6","3","6","16",
"860Z200US83462","ZCTA5 83462","508","477","3","1","3","0","4","20",
"860Z200US83463","ZCTA5 83463","129","114","1","0","0","0","3","11",
"860Z200US83464","ZCTA5 83464","363","316","3","2","3","0","6","33",
"860Z200US83465","ZCTA5 83465","94","87","0","1","1","0","1","4",
"860Z200US83466","ZCTA5 83466","299","276","0","1","3","1","6","12",
"860Z200US83467","ZCTA5 83467","6169","5741","12","47","25","4","70","270",
"860Z200US83468","ZCTA5 83468","222","208","0","2","1","0","1","10",
"860Z200US83469","ZCTA5 83469","53","49","0","0","1","1","0","2",
"860Z200US83501","ZCTA5 83501","36793","32934","177","685","313","33","372","2279",
"860Z200US83520","ZCTA5 83520","179","159","1","7","0","0","0","12",
"860Z200US83522","ZCTA5 83522","2166","1991","19","25","7","0","49","75",
"860Z200US83523","ZCTA5 83523","753","679","0","26","4","0","1","43",
"860Z200US83524","ZCTA5 83524","1002","843","1","101","3","0","5","49",
"860Z200US83525","ZCTA5 83525","416","357","0","7","2","0","6","44",
"860Z200US83526","ZCTA5 83526","260","250","0","1","0","0","4","5",
"860Z200US83530","ZCTA5 83530","5713","5154","17","77","35","3","111","316",
"860Z200US83533","ZCTA5 83533","210","204","0","2","1","0","2","1",
"860Z200US83535","ZCTA5 83535","1167","1046","2","48","1","1","9","60",
"860Z200US83536","ZCTA5 83536","4216","3501","9","373","5","0","68","260",
"860Z200US83537","ZCTA5 83537","985","928","0","7","3","0","7","40",
"860Z200US83539","ZCTA5 83539","1835","1639","9","51","8","2","17","109",
"860Z200US83540","ZCTA5 83540","2329","624","12","1525","7","0","18","143",
"860Z200US83541","ZCTA5 83541","1161","1026","8","58","2","0","2","65",
"860Z200US83542","ZCTA5 83542","162","149","0","0","1","0","1","11",
"860Z200US83543","ZCTA5 83543","679","613","1","19","1","0","9","36",
"860Z200US83544","ZCTA5 83544","6159","5586","26","120","43","2","100","282",
"860Z200US83545","ZCTA5 83545","427","377","0","30","5","0","1","14",
"860Z200US83546","ZCTA5 83546","503","472","1","2","2","0","6","20",
"860Z200US83547","ZCTA5 83547","291","274","0","0","0","0","0","17",
"860Z200US83548","ZCTA5 83548","134","115","1","6","3","0","2","7",
"860Z200US83549","ZCTA5 83549","836","769","2","5","0","0","6","54",
"860Z200US83552","ZCTA5 83552","1207","1108","5","12","2","0","10","70",
"860Z200US83553","ZCTA5 83553","1057","980","6","7","4","0","9","51",
"860Z200US83554","ZCTA5 83554","547","514","1","6","3","0","5","18",
"860Z200US83555","ZCTA5 83555","519","474","1","14","0","1","2","27",
"860Z200US83602","ZCTA5 83602","51","43","1","0","0","0","0","7",
"860Z200US83604","ZCTA5 83604","676","540","0","17","4","1","90","24",
"860Z200US83605","ZCTA5 83605","38561","24706","326","634","346","97","6799","5653",
"860Z200US83607","ZCTA5 83607","36024","26038","198","333","264","54","4320","4817",
"860Z200US83610","ZCTA5 83610","979","901","0","3","5","1","7","62",
"860Z200US83611","ZCTA5 83611","2596","2340","2","19","11","3","39","182",
"860Z200US83612","ZCTA5 83612","2162","2007","2","17","4","0","27","105",
"860Z200US83615","ZCTA5 83615","1927","1762","1","13","7","2","34","108",
"860Z200US83616","ZCTA5 83616","33311","29325","155","138","551","53","552","2537",
"860Z200US83617","ZCTA5 83617","17502","15180","30","150","93","26","697","1326",
"860Z200US83619","ZCTA5 83619","8638","6672","28","129","106","13","744","946",
"860Z200US83622","ZCTA5 83622","2076","1901","8","19","5","2","21","120",
"860Z200US83623","ZCTA5 83623","1470","1131","1","14","5","2","189","128",
"860Z200US83624","ZCTA5 83624","1072","815","11","20","6","4","125","91",
"860Z200US83626","ZCTA5 83626","1234","947","3","25","5","5","123","126",
"860Z200US83627","ZCTA5 83627","656","466","0","10","7","1","101","71",
"860Z200US83628","ZCTA5 83628","4996","3541","8","50","13","3","774","607",
"860Z200US83629","ZCTA5 83629","1731","1577","3","19","10","1","33","88",
"860Z200US83631","ZCTA5 83631","1317","1154","6","14","8","2","28","105",
"860Z200US83632","ZCTA5 83632","315","291","1","4","0","0","1","18",
"860Z200US83633","ZCTA5 83633","419","365","1","4","1","0","14","34",
"860Z200US83634","ZCTA5 83634","33379","27844","414","390","295","52","1974","2410",
"860Z200US83636","ZCTA5 83636","211","176","0","1","2","1","6","25",
"860Z200US83637","ZCTA5 83637","270","246","0","2","0","0","6","16",
"860Z200US83638","ZCTA5 83638","7306","6576","14","43","44","3","233","393",
"860Z200US83639","ZCTA5 83639","3170","2339","19","35","15","3","377","382",
"860Z200US83641","ZCTA5 83641","3627","2897","8","11","6","0","263","442",
"860Z200US83642","ZCTA5 83642","55465","46157","606","318","1365","123","1720","5176",
"860Z200US83643","ZCTA5 83643","105","102","0","0","0","0","1","2",
"860Z200US83644","ZCTA5 83644","14568","12417","41","104","78","22","595","1311",
"860Z200US83645","ZCTA5 83645","621","574","1","9","4","1","1","31",
"860Z200US83646","ZCTA5 83646","69818","59369","603","352","1732","171","1709","5882",
"860Z200US83647","ZCTA5 83647","22592","17166","457","286","539","69","1719","2356",
"860Z200US83648","ZCTA5 83648","3191","2124","288","31","244","34","79","391",
"860Z200US83650","ZCTA5 83650","587","495","0","10","1","1","38","42",
"860Z200US83651","ZCTA5 83651","34509","24494","288","430","419","158","4390","4330",
"860Z200US83654","ZCTA5 83654","1752","1612","0","17","6","0","18","99",
"860Z200US83655","ZCTA5 83655","4843","4164","7","43","34","3","176","416",
"860Z200US83656","ZCTA5 83656","566","422","0","10","5","1","74","54",
"860Z200US83657","ZCTA5 83657","194","170","0","0","0","0","7","17",
"860Z200US83660","ZCTA5 83660","6317","4998","10","62","41","7","625","574",
"860Z200US83661","ZCTA5 83661","10537","8437","28","155","74","19","705","1119",
"860Z200US83666","ZCTA5 83666","54","44","2","0","0","0","0","8",
"860Z200US83669","ZCTA5 83669","13647","11952","46","59","126","21","299","1144",
"860Z200US83670","ZCTA5 83670","521","482","0","1","0","0","24","14",
"860Z200US83672","ZCTA5 83672","8892","7092","21","100","73","5","788","813",
"860Z200US83676","ZCTA5 83676","4950","3282","10","78","24","9","787","760",
"860Z200US83677","ZCTA5 83677","44","43","0","0","0","0","1","0",
"860Z200US83686","ZCTA5 83686","55343","43020","411","499","518","239","4778","5878",
"860Z200US83687","ZCTA5 83687","37254","27648","342","491","414","106","3734","4519",
"860Z200US83702","ZCTA5 83702","23951","20586","405","139","539","28","410","1844",
"860Z200US83703","ZCTA5 83703","18163","15161","596","129","351","32","396","1498",
"860Z200US83704","ZCTA5 83704","42430","33195","1286","369","1175","174","2294","3937",
"860Z200US83705","ZCTA5 83705","27756","21932","980","271","661","88","1379","2445",
"860Z200US83706","ZCTA5 83706","34446","28114","630","188","1402","106","1350","2656",
"860Z200US83709","ZCTA5 83709","59461","48929","1023","415","1949","259","1745","5141",
"860Z200US83712","ZCTA5 83712","8908","7748","84","34","271","7","129","635",
"860Z200US83713","ZCTA5 83713","30056","24074","836","166","1259","76","1012","2633",
"860Z200US83714","ZCTA5 83714","26181","21892","283","195","342","58","1006","2405",
"860Z200US83716","ZCTA5 83716","21583","17193","113","123","1947","74","377","1756",
"860Z200US83720","ZCTA5 83720","0","0","0","0","0","0","0","0",
"860Z200US83725","ZCTA5 83725","6","1","1","1","0","0","0","3",
"860Z200US83801","ZCTA5 83801","7501","6805","2","45","41","6","74","528",
"860Z200US83802","ZCTA5 83802","52","46","0","0","1","0","1","4",
"860Z200US83803","ZCTA5 83803","764","688","1","9","10","0","12","44",
"860Z200US83804","ZCTA5 83804","1617","1455","6","16","12","1","23","104",
"860Z200US83805","ZCTA5 83805","8412","7430","16","139","49","9","251","518",
"860Z200US83806","ZCTA5 83806","257","228","0","4","5","0","0","20",
"860Z200US83808","ZCTA5 83808","143","119","3","0","0","0","4","17",
"860Z200US83809","ZCTA5 83809","510","457","0","3","8","0","8","34",
"860Z200US83810","ZCTA5 83810","1114","998","0","17","1","0","21","77",
"860Z200US83811","ZCTA5 83811","1521","1381","3","10","7","7","29","84",
"860Z200US83812","ZCTA5 83812","64","56","0","1","1","0","0","6",
"860Z200US83813","ZCTA5 83813","1189","1116","0","5","4","2","10","52",
"860Z200US83814","ZCTA5 83814","26966","24028","86","230","215","38","413","1956",
"860Z200US83815","ZCTA5 83815","39412","35015","135","384","461","51","577","2789",
"860Z200US83821","ZCTA5 83821","437","416","0","0","2","0","4","15",
"860Z200US83822","ZCTA5 83822","2026","1827","6","12","8","0","21","152",
"860Z200US83823","ZCTA5 83823","1450","1331","1","13","5","2","34","64",
"860Z200US83824","ZCTA5 83824","348","180","1","136","3","2","3","23",
"860Z200US83825","ZCTA5 83825","396","360","2","0","0","0","7","27",
"860Z200US83826","ZCTA5 83826","100","78","0","3","3","0","8","8",
"860Z200US83827","ZCTA5 83827","164","157","0","0","0","0","2","5",
"860Z200US83830","ZCTA5 83830","702","584","0","7","1","1","6","103",
"860Z200US83832","ZCTA5 83832","1701","1567","1","29","3","1","14","86",
"860Z200US83833","ZCTA5 83833","1492","1374","5","11","8","0","10","84",
"860Z200US83834","ZCTA5 83834","252","215","0","3","3","0","5","26",
"860Z200US83835","ZCTA5 83835","23157","20833","53","160","216","22","275","1598",
"860Z200US83836","ZCTA5 83836","1041","989","0","1","3","7","2","39",
"860Z200US83837","ZCTA5 83837","3206","2858","5","49","26","3","46","219",
"860Z200US83839","ZCTA5 83839","1288","1200","0","7","1","0","22","58",
"860Z200US83840","ZCTA5 83840","556","495","1","1","5","0","8","46",
"860Z200US83841","ZCTA5 83841","652","605","0","1","8","0","4","34",
"860Z200US83842","ZCTA5 83842","173","154","0","0","0","0","4","15",
"860Z200US83843","ZCTA5 83843","26739","22601","289","206","856","49","525","2213",
"860Z200US83844","ZCTA5 83844","2165","1906","29","20","94","1","19","96",
"860Z200US83845","ZCTA5 83845","1795","1634","9","13","8","0","21","110",
"860Z200US83846","ZCTA5 83846","708","646","0","12","1","0","4","45",
"860Z200US83847","ZCTA5 83847","1685","1525","2","14","10","0","18","116",
"860Z200US83848","ZCTA5 83848","216","199","1","0","2","0","2","12",
"860Z200US83849","ZCTA5 83849","1954","1813","6","9","9","1","10","106",
"860Z200US83850","ZCTA5 83850","2397","2173","4","30","11","0","35","144",
"860Z200US83851","ZCTA5 83851","1828","1087","2","535","2","2","40","160",
"860Z200US83852","ZCTA5 83852","1279","1178","1","4","11","1","14","70",
"860Z200US83854","ZCTA5 83854","49040","43423","192","459","372","82","682","3830",
"860Z200US83855","ZCTA5 83855","2115","1961","4","20","1","1","13","115",
"860Z200US83856","ZCTA5 83856","6429","5898","11","79","19","4","62","356",
"860Z200US83857","ZCTA5 83857","783","731","2","7","2","0","2","39",
"860Z200US83858","ZCTA5 83858","17113","15408","28","137","81","15","201","1243",
"860Z200US83860","ZCTA5 83860","7021","6400","10","42","29","1","77","462",
"860Z200US83861","ZCTA5 83861","6581","6033","6","102","28","9","55","348",
"860Z200US83864","ZCTA5 83864","19414","17593","77","139","130","18","239","1218",
"860Z200US83866","ZCTA5 83866","321","269","1","4","0","1","5","41",
"860Z200US83867","ZCTA5 83867","616","571","1","2","1","1","1","39",
"860Z200US83868","ZCTA5 83868","923","851","1","17","1","0","10","43",
"860Z200US83869","ZCTA5 83869","5488","4933","15","50","23","2","45","420",
"860Z200US83870","ZCTA5 83870","325","240","0","44","3","0","8","30",
"860Z200US83871","ZCTA5 83871","2015","1863","2","7","8","5","34","96",
"860Z200US83872","ZCTA5 83872","793","703","2","4","0","0","7","77",
"860Z200US83873","ZCTA5 83873","1587","1429","1","36","5","1","12","103",
"860Z200US83874","ZCTA5 83874","60","58","0","0","0","0","0","2",
"860Z200US83876","ZCTA5 83876","1670","1078","3","455","4","1","23","106",
"860Z200US84001","ZCTA5 84001","719","672","0","8","1","0","14","24",
"860Z200US84002","ZCTA5 84002","280","260","1","6","0","0","6","7",
"860Z200US84003","ZCTA5 84003","52970","46337","258","271","749","395","1492","3468",
"860Z200US84004","ZCTA5 84004","10259","9460","42","21","95","27","105","509",
"860Z200US84005","ZCTA5 84005","43113","36176","297","199","363","430","1709","3939",
"860Z200US84006","ZCTA5 84006","829","697","3","12","1","12","30","74",
"860Z200US84007","ZCTA5 84007","530","519","0","1","0","0","1","9",
"860Z200US84008","ZCTA5 84008","0","0","0","0","0","0","0","0",
"860Z200US84009","ZCTA5 84009","38347","30944","417","158","1684","477","1170","3497",
"860Z200US84010","ZCTA5 84010","48439","41536","398","273","790","730","1460","3252",
"860Z200US84013","ZCTA5 84013","1090","962","2","9","0","6","17","94",
"860Z200US84014","ZCTA5 84014","16870","15026","115","50","265","114","356","944",
"860Z200US84015","ZCTA5 84015","68548","54055","1149","701","1582","644","4180","6237",
"860Z200US84017","ZCTA5 84017","4076","3503","7","17","21","3","297","228",
"860Z200US84018","ZCTA5 84018","236","215","0","0","0","0","0","21",
"860Z200US84020","ZCTA5 84020","51017","41599","687","355","2299","234","1804","4039",
"860Z200US84021","ZCTA5 84021","3198","2937","5","63","5","7","88","93",
"860Z200US84022","ZCTA5 84022","423","310","16","9","15","5","9","59",
"860Z200US84023","ZCTA5 84023","228","213","1","0","1","0","1","12",
"860Z200US84024","ZCTA5 84024","61","56","1","0","2","0","1","1",
"860Z200US84025","ZCTA5 84025","24596","22119","175","83","357","79","369","1414",
"860Z200US84026","ZCTA5 84026","910","250","1","598","1","0","13","47",
"860Z200US84027","ZCTA5 84027","604","554","1","6","1","1","9","32",
"860Z200US84028","ZCTA5 84028","955","878","4","1","2","0","21","49",
"860Z200US84029","ZCTA5 84029","13269","11993","38","105","49","33","300","751",
"860Z200US84031","ZCTA5 84031","278","265","0","3","0","0","4","6",
"860Z200US84032","ZCTA5 84032","24766","20310","115","166","295","36","1776","2068",
"860Z200US84033","ZCTA5 84033","1150","1074","2","1","3","4","15","51",
"860Z200US84034","ZCTA5 84034","181","64","0","96","2","0","5","14",
"860Z200US84035","ZCTA5 84035","722","652","1","9","0","0","14","46",
"860Z200US84036","ZCTA5 84036","8300","6983","33","28","43","7","678","528",
"860Z200US84037","ZCTA5 84037","39763","36083","220","136","428","140","638","2118",
"860Z200US84038","ZCTA5 84038","439","421","0","1","0","0","0","17",
"860Z200US84039","ZCTA5 84039","1065","838","9","115","0","1","26","76",
"860Z200US84040","ZCTA5 84040","26687","22445","339","160","596","119","886","2142",
"860Z200US84041","ZCTA5 84041","55289","43151","869","539","1277","444","3771","5238",
"860Z200US84042","ZCTA5 84042","11330","9773","50","32","163","95","340","877",
"860Z200US84043","ZCTA5 84043","76954","65359","420","363","1943","694","2141","6034",
"860Z200US84044","ZCTA5 84044","29284","18100","444","388","360","814","6023","3155",
"860Z200US84045","ZCTA5 84045","36898","31372","288","196","455","362","1089","3136",
"860Z200US84046","ZCTA5 84046","698","663","3","0","1","2","1","28",
"860Z200US84047","ZCTA5 84047","37146","24973","1105","518","1619","557","4010","4364",
"860Z200US84049","ZCTA5 84049","6655","6105","15","14","37","5","212","267",
"860Z200US84050","ZCTA5 84050","12059","11476","12","43","57","3","49","419",
"860Z200US84051","ZCTA5 84051","390","380","0","0","0","1","4","5",
"860Z200US84052","ZCTA5 84052","1257","1021","0","108","3","1","65","59",
"860Z200US84053","ZCTA5 84053","850","715","3","76","1","0","10","45",
"860Z200US84054","ZCTA5 84054","21552","15829","307","286","762","592","1663","2113",
"860Z200US84055","ZCTA5 84055","1473","1363","1","3","6","1","33","66",
"860Z200US84056","ZCTA5 84056","4088","2882","275","22","86","43","149","631",
"860Z200US84057","ZCTA5 84057","38401","26922","271","527","742","560","4738","4641",
"860Z200US84058","ZCTA5 84058","33734","24599","487","310","759","525","3218","3836",
"860Z200US84059","ZCTA5 84059","15567","11860","129","133","385","326","918","1816",
"860Z200US84060","ZCTA5 84060","8621","6585","57","29","241","9","962","738",
"860Z200US84061","ZCTA5 84061","514","455","1","1","1","1","24","31",
"860Z200US84062","ZCTA5 84062","47771","40452","247","208","593","380","1831","4060",
"860Z200US84063","ZCTA5 84063","477","217","2","215","5","0","17","21",
"860Z200US84064","ZCTA5 84064","744","698","5","1","0","4","14","22",
"860Z200US84065","ZCTA5 84065","49295","42918","304","256","1132","359","1163","3163",
"860Z200US84066","ZCTA5 84066","13287","10731","14","1244","65","31","465","737",
"860Z200US84067","ZCTA5 84067","39194","30645","478","407","771","221","2978","3694",
"860Z200US84069","ZCTA5 84069","492","461","0","0","1","0","0","30",
"860Z200US84070","ZCTA5 84070","30885","22344","475","351","1553","323","2522","3317",
"860Z200US84071","ZCTA5 84071","1946","1756","9","9","2","4","55","111",
"860Z200US84072","ZCTA5 84072","402","389","0","1","0","2","4","6",
"860Z200US84073","ZCTA5 84073","211","187","1","12","0","0","3","8",
"860Z200US84074","ZCTA5 84074","55001","45708","393","531","455","605","2691","4618",
"860Z200US84075","ZCTA5 84075","32274","27867","353","123","651","159","890","2231",
"860Z200US84076","ZCTA5 84076","383","368","0","4","0","0","2","9",
"860Z200US84078","ZCTA5 84078","29172","25578","81","610","149","92","823","1839",
"860Z200US84080","ZCTA5 84080","328","261","0","6","0","2","3","56",
"860Z200US84081","ZCTA5 84081","51426","36206","813","491","1693","1135","4845","6243",
"860Z200US84082","ZCTA5 84082","832","817","2","0","3","0","3","7",
"860Z200US84083","ZCTA5 84083","1115","449","9","30","4","2","376","245",
"860Z200US84084","ZCTA5 84084","32568","22935","422","426","1047","769","3395","3574",
"860Z200US84085","ZCTA5 84085","419","113","0","280","0","0","3","23",
"860Z200US84086","ZCTA5 84086","359","352","2","0","0","0","0","5",
"860Z200US84087","ZCTA5 84087","16217","13826","104","95","248","262","477","1205",
"860Z200US84088","ZCTA5 84088","37856","27348","386","340","1254","680","3935","3913",
"860Z200US84092","ZCTA5 84092","29492","25722","238","105","992","95","459","1881",
"860Z200US84093","ZCTA5 84093","23609","20452","158","56","864","126","364","1589",
"860Z200US84094","ZCTA5 84094","28751","23579","213","181","1053","247","1018","2460",
"860Z200US84095","ZCTA5 84095","39278","32408","322","181","2420","382","1080","2485",
"860Z200US84096","ZCTA5 84096","69086","56463","660","423","1690","789","3114","5947",
"860Z200US84097","ZCTA5 84097","23038","18786","145","142","442","297","1144","2082",
"860Z200US84098","ZCTA5 84098","20573","17692","96","60","437","19","788","1481",
"860Z200US84101","ZCTA5 84101","8140","5577","340","170","588","129","512","824",
"860Z200US84102","ZCTA5 84102","18857","14234","392","204","1630","116","714","1567",
"860Z200US84103","ZCTA5 84103","22788","18523","379","123","993","154","694","1922",
"860Z200US84104","ZCTA5 84104","23487","9360","935","710","1251","1777","6123","3331",
"860Z200US84105","ZCTA5 84105","22856","19192","250","153","706","96","575","1884",
"860Z200US84106","ZCTA5 84106","35892","28619","660","338","1409","295","1514","3057",
"860Z200US84107","ZCTA5 84107","37713","26624","1741","546","1861","349","2446","4146",
"860Z200US84108","ZCTA5 84108","21261","17560","172","82","1702","66","291","1388",
"860Z200US84109","ZCTA5 84109","24768","21556","193","111","912","67","388","1541",
"860Z200US84111","ZCTA5 84111","12162","8306","539","229","836","136","941","1175",
"860Z200US84112","ZCTA5 84112","3302","1946","200","3","468","25","531","129",
"860Z200US84113","ZCTA5 84113","173","100","11","0","22","4","17","19",
"860Z200US84114","ZCTA5 84114","0","0","0","0","0","0","0","0",
"860Z200US84115","ZCTA5 84115","27588","16816","1656","549","1962","324","3157","3124",
"860Z200US84116","ZCTA5 84116","35327","17385","1713","863","1608","1486","7526","4746",
"860Z200US84117","ZCTA5 84117","25675","21476","345","119","787","133","862","1953",
"860Z200US84118","ZCTA5 84118","41493","22353","601","768","1239","1267","9271","5994",
"860Z200US84119","ZCTA5 84119","54143","24601","2274","1225","3173","2708","12922","7240",
"860Z200US84120","ZCTA5 84120","51212","25980","1392","803","2954","2642","10799","6642",
"860Z200US84121","ZCTA5 84121","41628","35609","293","202","1395","138","940","3051",
"860Z200US84123","ZCTA5 84123","39489","26945","1262","555","1608","806","4081","4232",
"860Z200US84124","ZCTA5 84124","22872","19154","264","126","989","99","580","1660",
"860Z200US84128","ZCTA5 84128","31406","16947","566","577","1522","1021","6969","3804",
"860Z200US84129","ZCTA5 84129","37421","25256","663","507","1824","925","4157","4089",
"860Z200US84138","ZCTA5 84138","0","0","0","0","0","0","0","0",
