date,isin_corporate_name_cleaned,company_parent_country,company_parent,sentiment,target_country1,target_country2,target_country3,target_country4,target_country5,target_country6,ngo_name1,ngo_name2,ngo_name3,ngo_name4,ngo_name5
2010-10-28,BNP Paribas ,France,BNP Paribas,-2,Brazil,France,,,,,Greenpeace France,,,,
2010-10-27,,UK,RBS Group,1,UK,,,,,,Which? (UK Consumers Association),,,,
2010-10-27,Lloyds Banking  ,UK,Lloyds Banking Group plc,1,UK,,,,,,Which? (UK Consumers Association),,,,
2010-10-27,,Spain,Grupo Santander,1,UK,,,,,,Which? (UK Consumers Association),,,,
2010-10-27,,UK,RBS Group,-1,Canada,,,,,,Greenpeace Canada,OPIRG Ontario,Defenders of the Land,,
2010-10-26,,US,World Bank,-1,South Africa,,,,,,Svenska Kyrkan (Church of Sweden) ,Diakonia,,,
2010-10-25,,US,Green Century Funds / Capital Management,2,US,,,,,,As You Sow,,,,
2010-10-25,,US,Ex-Im,-1,India,US,,,,,Friends of the Earth U.S. / FoE U.S.,Sierra Club U.S.A.,Pacific Environment,,
2010-10-25,BNP Paribas ,France,BNP Paribas,-1,France,Italy,Russia,,,,Greenpeace France,Greenpeace Russia,Greenpeace Italy,,
2010-10-21,,US,Fortress Investment Group LLC,-1,UK,,,,,,Stop Huntingdon Animal Cruelty / SHAC,,,,
2010-10-21,,US,Bain Capital,1,UK,,,,,,Stop Huntingdon Animal Cruelty / SHAC,,,,
2010-10-19,,UK,Groupama Insurances,-1,France,,,,,,60 Millions de Consommateurs INC,,,,
2010-10-18,AXA ,France,AXA,-1,France,,,,,,Amis de la Terre France / FoE France,Peuples Solidaires,CRID ,,
2010-10-18,,France,Credit Agricole,-1,France,,,,,,Amis de la Terre France / FoE France,Peuples Solidaires,CRID ,,
2010-10-18,,US,World Bank,-1,South Africa,,,,,,Amis de la Terre France / FoE France,,,,
2010-10-15,,US,Mercury Insurance,-1,US,,,,,,Consumer Watchdog / Foundation for Taxpayer and Consumer Rights,,,,
2010-10-15,Allstate ,US,Allstate,-1,US,,,,,,Consumer Watchdog / Foundation for Taxpayer and Consumer Rights,,,,
2010-10-15,,US,Liberty Mutual,-1,US,,,,,,Consumer Watchdog / Foundation for Taxpayer and Consumer Rights,,,,
2010-10-14,,UK,RBS Group,-1,Belgium,,,,,,Friends of the Earth Europe / FoE Europe,,,,
2010-10-12,JPMorgan Chase ,US,JP Morgan Chase,-1,US,,,,,,Sierra Club U.S.A.,Rainforest Action Network RAN,,,
2010-10-12,Wells Fargo ,US,Wells Fargo & Wachovia,-1,US,,,,,,Sierra Club U.S.A.,Rainforest Action Network RAN,,,
2010-10-12,,US,PNC Bank,-1,US,,,,,,Sierra Club U.S.A.,Rainforest Action Network RAN,,,
2010-10-12,,UK,RBS Group,-2,Nigeria,,,,,,Global Witness,,,,
2010-10-12,HSBC   ,UK,HSBC,-2,Nigeria,,,,,,Global Witness,,,,
2010-10-12,Barclays  ,UK,Barclays Bank,-2,Nigeria,,,,,,Global Witness,,,,
2010-10-12,,UK,RBS Group,-2,Nigeria,,,,,,Global Witness,,,,
2010-10-11,,US,World Bank,-1,US,,,,,,Oxfam America,,,,
2010-10-11,,US,World Bank,-1,US,,,,,,Oxfam America,,,,
2010-10-11,,US,World Bank,-1,US,,,,,,Natural Resource Governance Institute (Revenue Watch Institute),,,,
2010-10-11,,US,International Monetary Fund / IMF,-1,US,,,,,,Natural Resource Governance Institute (Revenue Watch Institute),,,,
2010-10-11,,US,Fortress Investment Group LLC,-1,Sweden,,,,,,Djurrattsalliansen,,,,
2010-10-11,,US,Fortress Investment Group LLC,-1,UK,,,,,,Animal Liberation Front ALF UK,Stop Huntingdon Animal Cruelty / SHAC,,,
2010-10-08,,US,World Bank,-2,US,,,,,,Oil Change International / Price of Oil,,,,
2010-10-06,,US,World Bank,-2,US,,,,,,Friends of the Earth U.S. / FoE U.S.,,,,
2010-09-24,,France,Auchan,-1,Spain,,,,,,COAG Spain,,,,
2010-09-23,Lloyds Banking  ,UK,Lloyds Banking Group plc,-1,UK,,,,,,Forum for the Future,,,,
2010-09-23,,Netherlands,ABN AMRO Bank N.V.,-1,UK,,,,,,Forum for the Future,,,,
2010-09-22,,US,World Bank,-1,Mexico,,,,,,Otros Mundos / FoE Mexico,,,,
2010-09-21,AXA ,France,AXA,-1,France,,,,,,Amis de la Terre France / FoE France,,,,
2010-09-21,BNP Paribas ,France,BNP Paribas,-1,France,,,,,,Amis de la Terre France / FoE France,,,,
2010-09-21,Deutsche Bank ,Germany,Deutsche Bank,-1,France,,,,,,Amis de la Terre France / FoE France,,,,
2010-09-21,,US,World Bank,-1,Japan,,,,,,Japan Center for Sustainable Environment JACSES,,,,
2010-09-17,Legal & General  ,UK,Legal & General Group Plc,-1,UK,,,,,,Greenpeace UK,,,,
2010-09-17,,US,Green Century Funds / Capital Management,0,US,,,,,,As You Sow,,,,
2010-09-16,,US,World Bank,-1,Germany,,,,,,Rettet den Regenwald (Rainforest Rescue),,,,
2010-09-15,,US,World Bank,-1,UK,US,,,,,Christian Aid UK,,,,
2010-09-08,Dexia ,Belgium,Dexia Bank,-2,Belgium,,,,,,CRIOC,,,,
2010-08-20,,UK,RBS Group,-2,UK,US,,,,,Corporate Ethics International,Climate Camp UK,,,
2010-08-19,Barclays  ,UK,Barclays Bank,-1,Myanmar,,,,,,Burma Campaign UK,,,,
2010-08-18,JPMorgan Chase ,US,JP Morgan Chase,0,US,,,,,,Grameen Foundation,,,,
2010-08-16,Bank of America ,US,Bank of America,1,US,,,,,,Rainforest Action Network RAN,,,,
2010-08-16,,US,Citigroup,1,US,,,,,,Rainforest Action Network RAN,,,,
2010-08-16,JPMorgan Chase ,US,JP Morgan Chase,1,US,,,,,,Rainforest Action Network RAN,,,,
2010-08-16,Morgan Stanley ,US,Morgan Stanley,1,US,,,,,,Rainforest Action Network RAN,,,,
2010-08-16,Wells Fargo ,US,Wells Fargo & Wachovia,1,US,,,,,,Rainforest Action Network RAN,,,,
2010-08-16,,US,Ex-Im,-2,India,South Africa,US,,,,Sierra Club U.S.A.,,,,
2010-08-16,,UK,RBS Group,-2,Canada,UK,,,,,Rising Tide UK,Earth First UK,Climate Camp UK,,
2010-08-02,,UK,Nationwide Building Society,-1,UK,,,,,,Which? (UK Consumers Association),,,,
2010-07-28,Bank of America ,US,Bank of America,1,US,,,,,,Environmental Working Group EWG,,,,
2010-07-27,,UK,RBS Group,-1,UK,,,,,,PLATFORM ,Global Justice Now (formerly World Development Movement / WDM),,,
2010-07-26,,Sweden,Folkia bank,-1,Sweden,,,,,,Sveriges Konsumenter,,,,
2010-07-20,Goldman Sachs ,US,"Goldman Sachs Group, Inc.",-1,UK,,,,,,Global Justice Now (formerly World Development Movement / WDM),,,,
2010-07-15,,UK,RBS Group,-1,Canada,,,,,,Climate Camp UK,Tar Sands Network,,,
2010-07-15,Banco Bilbao Vizcaya Argentaria ,Spain,BBVA Group / Banco Bilbao Vizcaya Argentaria,-1,Spain,,,,,,OMAL Observatorio de las Multinacionales en America Latina,,,,
2010-07-15,,Spain,Grupo Santander,-1,Spain,,,,,,OMAL Observatorio de las Multinacionales en America Latina,,,,
2010-07-14,Banco de Sabadell ,Spain,Banco Sabadell,-1,Spain,,,,,,Consumidores en Accion / FACUA,Asociacion General de Consumidores ASGECO,,,
2010-07-14,Banco Espanol de Credito ,Spain,"Banesto / Banco Espanol de Credito, S.A.",-1,Spain,,,,,,Consumidores en Accion / FACUA,Asociacion General de Consumidores ASGECO,,,
2010-07-13,Goldman Sachs ,US,"Goldman Sachs Group, Inc.",-1,Spain,,,,,,Ecologistas en Accion,,,,
2010-07-05,ING Groep ,Netherlands,ING,-1,Netherlands,,,,,,Eerlijke Bankwijzer / Fair Bank Guide,,,,
2010-07-05,,Netherlands,Friesland Bank,-1,Netherlands,,,,,,Eerlijke Bankwijzer / Fair Bank Guide,,,,
2010-07-05,Aegon ,Netherlands,Aegon Bank,-1,Netherlands,,,,,,Eerlijke Bankwijzer / Fair Bank Guide,,,,
2010-07-05,,Netherlands,SRH (formerly SNS Reaal),-1,Netherlands,,,,,,Eerlijke Bankwijzer / Fair Bank Guide,,,,
2010-07-05,,Netherlands,Van Lanschot ,-1,Netherlands,,,,,,Eerlijke Bankwijzer / Fair Bank Guide,,,,
2010-07-02,,UK,BCCI,-1,UK,,,,,,Tax Justice Network TJN,,,,
2010-06-30,,US,GE Capital,-1,China,US,,,,,Institute for Global Labour & Human Rights IGLHR,,,,
2010-06-30,,US,GE Capital,2,US,,,,,,Blue Green Alliance,,,,
2010-06-30,,US,World Bank,-1,Nigeria,,,,,,Amnesty Italy,Amici della Terra / FoE Italy,CRBM Campagna per la Riforma della Banca Mondiale ,,
2010-06-21,Banco Bilbao Vizcaya Argentaria ,Spain,BBVA Group / Banco Bilbao Vizcaya Argentaria,-1,Spain,,,,,,Paz con Dignidad,OMAL Observatorio de las Multinacionales en America Latina,,,
2010-06-21,,Spain,Grupo Santander,-1,Spain,,,,,,Paz con Dignidad,OMAL Observatorio de las Multinacionales en America Latina,,,
2010-06-18,,UK,RBS Group,-1,UK,,,,,,Environmental Investigation Agency EIA,,,,
2010-06-18,Barclays  ,UK,Barclays Bank,-1,UK,,,,,,Environmental Investigation Agency EIA,,,,
2010-06-18,Morgan Stanley ,US,Morgan Stanley,-1,UK,,,,,,Environmental Investigation Agency EIA,,,,
2010-06-18,Goldman Sachs ,US,"Goldman Sachs Group, Inc.",-1,UK,,,,,,Environmental Investigation Agency EIA,,,,
2010-06-18,,US,Fidelity Investments / FMR LLC,-1,US,,,,,,Ceres/INCR,,,,
2010-06-18,,US,Vanguard,-1,US,,,,,,Ceres/INCR,,,,
2010-06-15,,US,World Bank,-1,US,,,,,,350.org,Bank Information Center,Institute for Policy Studies U.S.,,
2010-06-08,Deutsche Bank ,Germany,Deutsche Bank,-2,Germany,,,,,,Dachverband der Kritischen Aktionarinnen und Aktio,Urgewald,,,
2010-06-07,HSBC   ,UK,HSBC,-2,UK,,,,,,Greenpeace UK,,,,
2010-06-03,AXA ,France,AXA,-1,Belgium,,,,,,Friends of the Earth Europe / FoE Europe,Greenpeace Belgium,WWF Belgium,FairFin (previously Netwerk Vlaanderen),Bond Beter Leefmilieu BBL
2010-06-03,BNP Paribas ,France,BNP Paribas,-1,Belgium,,,,,,Friends of the Earth Europe / FoE Europe,Greenpeace Belgium,WWF Belgium,FairFin (previously Netwerk Vlaanderen),Bond Beter Leefmilieu BBL
2010-06-03,Deutsche Bank ,Germany,Deutsche Bank,-1,Belgium,,,,,,Friends of the Earth Europe / FoE Europe,Greenpeace Belgium,WWF Belgium,FairFin (previously Netwerk Vlaanderen),Bond Beter Leefmilieu BBL
2010-06-03,,US,Citigroup,-1,Belgium,,,,,,Friends of the Earth Europe / FoE Europe,Greenpeace Belgium,WWF Belgium,FairFin (previously Netwerk Vlaanderen),Bond Beter Leefmilieu BBL
2010-06-03,ING Groep ,Netherlands,ING,-1,Belgium,,,,,,Friends of the Earth Europe / FoE Europe,Greenpeace Belgium,WWF Belgium,FairFin (previously Netwerk Vlaanderen),Bond Beter Leefmilieu BBL
2010-06-03,Dexia ,Belgium,Dexia Bank,-1,Belgium,,,,,,Friends of the Earth Europe / FoE Europe,Greenpeace Belgium,WWF Belgium,FairFin (previously Netwerk Vlaanderen),Bond Beter Leefmilieu BBL
2010-06-03,KBC Groep ,Belgium,KBC Bank,-1,Belgium,,,,,,Friends of the Earth Europe / FoE Europe,Greenpeace Belgium,WWF Belgium,FairFin (previously Netwerk Vlaanderen),Bond Beter Leefmilieu BBL
2010-06-02,Banco Popolare SC ,Italy,Banca popolare Etica Scpa,0,Italy,,,,,,Greenpeace Italy,CRBM Campagna per la Riforma della Banca Mondiale ,,,
2010-06-02,,Italy,Poste italiane S.p.A.,0,Italy,,,,,,Greenpeace Italy,CRBM Campagna per la Riforma della Banca Mondiale ,,,
2010-06-02,,Italy,Credito Cooperativo BCC,0,Italy,,,,,,Greenpeace Italy,CRBM Campagna per la Riforma della Banca Mondiale ,,,
2010-06-01,,UK,RBS Group,-2,UK,,,,,,Climate Camp UK,,,,
2010-05-28,,UK,RBS Group,-1,EU-Brussels,,,,,,Amis de la Terre France / FoE France,Urgewald,CRBM Campagna per la Riforma della Banca Mondiale ,Antiatom Szene ,
2010-05-28,BNP Paribas ,France,BNP Paribas,-1,EU-Brussels,,,,,,Amis de la Terre France / FoE France,Urgewald,CRBM Campagna per la Riforma della Banca Mondiale ,Antiatom Szene ,
2010-05-28,Deutsche Bank ,Germany,Deutsche Bank,-1,EU-Brussels,,,,,,Amis de la Terre France / FoE France,Urgewald,CRBM Campagna per la Riforma della Banca Mondiale ,Antiatom Szene ,
2010-05-28,HSBC   ,UK,HSBC,-1,EU-Brussels,,,,,,Amis de la Terre France / FoE France,Urgewald,CRBM Campagna per la Riforma della Banca Mondiale ,Antiatom Szene ,
2010-05-28,Barclays  ,UK,Barclays Bank,-1,EU-Brussels,,,,,,Amis de la Terre France / FoE France,Urgewald,CRBM Campagna per la Riforma della Banca Mondiale ,Antiatom Szene ,
2010-05-28,,US,Citigroup,-1,EU-Brussels,,,,,,Amis de la Terre France / FoE France,Urgewald,CRBM Campagna per la Riforma della Banca Mondiale ,Antiatom Szene ,
2010-05-28,JPMorgan Chase ,US,JP Morgan Chase,-1,EU-Brussels,,,,,,Amis de la Terre France / FoE France,Urgewald,CRBM Campagna per la Riforma della Banca Mondiale ,Antiatom Szene ,
2010-05-28,Societe Generale ,France,Societe Generale,-1,EU-Brussels,,,,,,Amis de la Terre France / FoE France,Urgewald,CRBM Campagna per la Riforma della Banca Mondiale ,Antiatom Szene ,
2010-05-28,,France,Credit Agricole,-1,EU-Brussels,,,,,,Amis de la Terre France / FoE France,Urgewald,CRBM Campagna per la Riforma della Banca Mondiale ,Antiatom Szene ,
2010-05-28,,Spain,Grupo Santander,-1,Spain,,,,,,Ecologistas en Accion,,,,
2010-05-28,,US,Green Century Funds / Capital Management,0,US,,,,,,As You Sow,,,,
2010-05-27,Barclays  ,UK,Barclays Bank,0,UK,,,,,,Christian Aid UK,,,,
2010-05-27,Experian  ,Ireland,Experian Plc,-1,Denmark,,,,,,Forbrugerraadet Taenk / Danish Consumer Council,,,,
2010-05-27,,Denmark,Finans og Leasing,-1,Denmark,,,,,,Forbrugerraadet Taenk / Danish Consumer Council,,,,
2010-05-26,Bank of America ,US,Bank of America,0,US,,,,,,Indigenous Environmental Network IEN,Rainforest Action Network RAN,,,
2010-05-26,,UK,RBS Group,-1,US,,,,,,Indigenous Environmental Network IEN,Rainforest Action Network RAN,,,
2010-05-26,,US,Citigroup,0,US,,,,,,Indigenous Environmental Network IEN,Rainforest Action Network RAN,,,
2010-05-26,JPMorgan Chase ,US,JP Morgan Chase,-1,US,,,,,,Indigenous Environmental Network IEN,Rainforest Action Network RAN,,,
2010-05-26,Governor of the Bank of Ireland ,Ireland,Bank of Ireland ,-1,US,,,,,,Indigenous Environmental Network IEN,Rainforest Action Network RAN,,,
2010-05-24,,US,Green Century Funds / Capital Management,0,US,,,,,,Investor Environmental Health Network IEHN,,,,
2010-05-20,,US,World Bank,-1,US,,,,,,International Rivers,Conservation International,Bank Information Center,Environmental Defense Fund EDF,National Wildlife Federation NWF
2010-05-19,,Sweden,Folksam,1,Canada,Norway,,,,,Greenpeace Norway,WWF Norway,,,
2010-05-14,Bank of America ,US,Bank of America,0,US,,,,,,Sierra Club U.S.A.,Rainforest Action Network RAN,,,
2010-05-14,,US,Citigroup,-1,US,,,,,,Sierra Club U.S.A.,Rainforest Action Network RAN,,,
2010-05-14,JPMorgan Chase ,US,JP Morgan Chase,0,US,,,,,,Sierra Club U.S.A.,Rainforest Action Network RAN,,,
2010-05-14,Morgan Stanley ,US,Morgan Stanley,0,US,,,,,,Sierra Club U.S.A.,Rainforest Action Network RAN,,,
2010-05-14,Wells Fargo ,US,Wells Fargo & Wachovia,0,US,,,,,,Sierra Club U.S.A.,Rainforest Action Network RAN,,,
2010-05-14,,US,PNC Bank,0,US,,,,,,Sierra Club U.S.A.,Rainforest Action Network RAN,,,
2010-05-14,,US,GE Capital,0,US,,,,,,Sierra Club U.S.A.,Rainforest Action Network RAN,,,
2010-05-13,,US,Ex-Im,-1,Chile,,,,,,Halifax Initiative ,,,,
2010-05-12,AXA ,France,AXA,0,New Zealand,,,,,,Consumer NZ,,,,
2010-05-12,ING Groep ,Netherlands,ING,0,New Zealand,,,,,,Consumer NZ,,,,
2010-05-12,,Luxembourg,European Investment Bank EIB,-1,Ukraine,EU-Brussels,,,,,CEE Bankwatch Network,,,,
2010-05-12,,UK,EBRD,-1,Ukraine,EU-Brussels,,,,,CEE Bankwatch Network,,,,
2010-05-07,,US,World Bank,-1,Indonesia,,,,,,Institute for Essential Services Reform IESR,,,,
2010-05-07,,France,Auchan,-1,Spain,,,,,,Greenpeace Spain,,,,
2010-04-29,HSBC   ,UK,HSBC,-2,UK,,,,,,Corporate Responsibility Coalition / CORE,,,,
2010-04-29,,UK,Resolution,-2,UK,,,,,,Corporate Responsibility Coalition / CORE,,,,
2010-04-29,,UK,RBS Group,-2,UK,,,,,,Which? (UK Consumers Association),,,,
2010-04-29,Lloyds Banking  ,UK,Lloyds Banking Group plc,-2,UK,,,,,,Which? (UK Consumers Association),,,,
2010-04-29,HSBC   ,UK,HSBC,2,UK,,,,,,Which? (UK Consumers Association),,,,
2010-04-29,Lloyds Banking  ,UK,Lloyds Banking Group plc,-2,UK,,,,,,Which? (UK Consumers Association),,,,
2010-04-29,,UK,Co-operative Group (UK),2,UK,,,,,,Which? (UK Consumers Association),,,,
2010-04-29,,UK,RBS Group,2,UK,,,,,,Which? (UK Consumers Association),,,,
2010-04-28,,US,World Bank,-2,Kenya,,,,,,African Biodiversity Network,,,,
2010-04-28,Lloyds Banking  ,UK,Lloyds Banking Group plc,-2,UK,,,,,,WWF UK,,,,
2010-04-28,HSBC   ,UK,HSBC,2,Netherlands,,,,,,BankTrack,,,,
2010-04-28,ING Groep ,Netherlands,ING,2,Netherlands,,,,,,BankTrack,,,,
2010-04-28,,Spain,Grupo Santander,2,Netherlands,,,,,,BankTrack,,,,
2010-04-28,,Netherlands,Rabobank,2,Netherlands,,,,,,BankTrack,,,,
2010-04-28,,Germany,WestLB,2,Netherlands,,,,,,BankTrack,,,,
2010-04-27,,UK,RBS Group,-2,Canada,India,UK,,,,Amnesty UK,Friends of the Earth Scotland / FoE Scotland,Scottish Education & Action for Development SEAD,Global Justice Now (formerly World Development Movement / WDM),People and Planet
2010-04-27,,US,World Bank,-2,US,,,,,,Oakland Institute,,,,
2010-04-22,,UK,RBS Group,-2,Canada,UK,,,,,Climate Camp UK,,,,
2010-04-19,JPMorgan Chase ,US,JP Morgan Chase,-2,US,,,,,,Ohio Valley Environmental Coalition OVEC,Coal River Mountain Watch,Climate Ground Zero,Reverend Billy - Church of Life after Shopping,Rising Tide North America
2010-04-19,,US,Kaiser Permanente,2,US,,,,,,Environment California,,,,
2010-04-19,Aetna ,US,Aetna,-2,US,,,,,,U.S. PIRG,,,,
2010-04-19,Cigna ,US,Cigna,-2,US,,,,,,U.S. PIRG,,,,
2010-04-13,,Austria,Oesterreichische Entwicklungsbank AG (OeEB),-2,Austria,,,,,,Greenpeace Austria,WWF Austria / WWF Oesterreich,,,
2010-04-13,,France,Auchan,1,Spain,,,,,,Greenpeace Spain,,,,
2010-04-12,Aegon ,Netherlands,Aegon Bank,-2,Netherlands,,,,,,Stichting Onderzoek Multinationale Ondernemingen / SOMO,VBDO Dutch Assn of Investors for Sustainable Devel,,,
2010-04-09,Bank of America ,US,Bank of America,-2,Canada,US,,,,,Stand / ForestEthics,,,,
2010-04-09,Berkshire Hathaway ,US,Berkshire Hathaway INC.,-2,Canada,US,,,,,Stand / ForestEthics,,,,
2010-04-09,American Express ,US,American Express Company,-2,Canada,US,,,,,Stand / ForestEthics,,,,
2010-04-09,Capital One Financial ,US,Capital One,-2,Canada,US,,,,,Stand / ForestEthics,,,,
2010-04-09,Discover Financial Services ,US,Discover Financial Services,-2,Canada,US,,,,,Stand / ForestEthics,,,,
2010-04-09,ING Groep ,Netherlands,ING,-2,Netherlands,,,,,,Milieudefensie / FoE Netherlands,Eerlijke Bankwijzer / Fair Bank Guide,,,
2010-04-09,,Netherlands,ABN AMRO Bank N.V.,-2,Netherlands,,,,,,Milieudefensie / FoE Netherlands,Eerlijke Bankwijzer / Fair Bank Guide,,,
2010-04-09,,Netherlands,Friesland Bank,-2,Netherlands,,,,,,Milieudefensie / FoE Netherlands,Eerlijke Bankwijzer / Fair Bank Guide,,,
2010-04-09,Aegon ,Netherlands,Aegon Bank,-2,Netherlands,,,,,,Milieudefensie / FoE Netherlands,Eerlijke Bankwijzer / Fair Bank Guide,,,
2010-04-08,,US,World Bank,-2,Peru,US,,,,,International Accountability Project,,,,
2010-04-07,,US,World Bank,-2,South Africa,US,,,,,Friends of the Earth U.S. / FoE U.S.,Avaaz,350.org,Action Africa,
2010-04-07,HSBC   ,UK,HSBC,0,UK,US,,,,,Carbon Disclosure Project CDP,,,,
2010-04-07,ING Groep ,Netherlands,ING,0,UK,US,,,,,Carbon Disclosure Project CDP,,,,
2010-04-07,Allianz ,Germany,Allianz SE,0,UK,US,,,,,Carbon Disclosure Project CDP,,,,
2010-04-05,AXA ,France,AXA,-2,Belgium,,,,,,FairFin (previously Netwerk Vlaanderen),,,,
2010-04-05,BNP Paribas ,France,BNP Paribas,-2,Belgium,,,,,,FairFin (previously Netwerk Vlaanderen),,,,
2010-04-05,Deutsche Bank ,Germany,Deutsche Bank,-2,Belgium,,,,,,FairFin (previously Netwerk Vlaanderen),,,,
2010-04-05,,US,Citigroup,-2,Belgium,,,,,,FairFin (previously Netwerk Vlaanderen),,,,
2010-04-05,ING Groep ,Netherlands,ING,-2,Belgium,,,,,,FairFin (previously Netwerk Vlaanderen),,,,
2010-04-05,Dexia ,Belgium,Dexia Bank,-2,Belgium,,,,,,FairFin (previously Netwerk Vlaanderen),,,,
2010-04-05,,Netherlands,Triodos Bank,2,Belgium,,,,,,FairFin (previously Netwerk Vlaanderen),,,,
2010-04-05,JPMorgan Chase ,US,JP Morgan Chase,-1,Canada,US,,,,,Rising Tide North America,Canadian Youth Climate Coalition CYCC ,,,
2010-02-26,BNP Paribas ,France,BNP Paribas,-1,Australia,France,Germany,Indonesia,Netherlands,France,Amis de la Terre France / FoE France,BankTrack,WALHI / FoE Indonesia,Mineral Policy Institute MPI,Robin Wood
2010-01-27,,US,Green Century Funds / Capital Management,2,US,,,,,,As You Sow,Investor Environmental Health Network IEHN,,,
2011-12-21,UniCredit ,Italy,UniCredit,-2,Austria,Slovakia,,,,,GLOBAL 2000 / FoE Austria,Greenpeace Austria,,,
2011-12-21,,US,World Bank,-1,Peru,,,,,,Frente de Defensa Ambiental de Cajamarca,Plataforma Interinstitucional Celendina Pic,,,
2011-12-19,,Denmark,Jyske Invest International,-1,Denmark,Peru,,,,,DanWatch,,,,
2011-12-19,,Denmark,Carnegie Asset Management,-1,Denmark,Peru,,,,,DanWatch,,,,
2011-12-19,,Denmark,PenSam,-1,Denmark,Peru,,,,,DanWatch,,,,
2011-12-19,,Denmark,PFA Pension,-1,Denmark,Peru,,,,,DanWatch,,,,
2011-12-16,Lloyds Banking  ,UK,Lloyds Banking Group plc,-1,UK,,,,,,OccupyLSX,,,,
2011-12-16,Lloyds Banking  ,UK,Lloyds Banking Group plc,-1,UK,,,,,,Which? (UK Consumers Association),,,,
2011-12-16,,UK,Co-operative Group (UK),2,UK,,,,,,Which? (UK Consumers Association),,,,
2011-12-16,RSA Insurance  ,UK,RSA Insurance,0,China,,,,,,WWF China,,,,
2011-12-13,Goldman Sachs ,US,"Goldman Sachs Group, Inc.",-2,US,,,,,,Occupy Wall Street,Occupy Seattle,Occupy Los Angeles,,
2011-12-13,Deutsche Bank ,Germany,Deutsche Bank,0,South Africa,,,,,,Mupo Foundation,,,,
2011-12-13,HSBC   ,UK,HSBC,0,South Africa,,,,,,Mupo Foundation,,,,
2011-12-13,JPMorgan Chase ,US,JP Morgan Chase,0,South Africa,,,,,,Mupo Foundation,,,,
2011-12-13,Prudential  ,UK,Prudential,0,South Africa,,,,,,Mupo Foundation,,,,
2011-12-13,Goldman Sachs ,US,"Goldman Sachs Group, Inc.",-2,US,,,,,,Institute for Policy Studies U.S.,,,,
2011-12-09,,UK,RBS Group,-1,UK,,,,,,Consumer Focus,,,,
2011-12-09,Barclays  ,UK,Barclays Bank,-1,UK,,,,,,Consumer Focus,,,,
2011-12-09,,US,World Bank,-2,South Africa,US,,,,,groundWork / FoE South Africa,Earthlife Africa,,,
2011-12-09,,Luxembourg,European Investment Bank EIB,-2,Germany,Slovenia,EU-Brussels,,,,CEE Bankwatch Network,,,,
2011-12-09,BlackRock ,US,BlackRock,-2,UK,US,,,,,Occupiers for Animals,,,,
2011-12-09,Wells Fargo ,US,Wells Fargo & Wachovia,-1,US,,,,,,Citizens for Tax Justice,Public Campaign,,,
2011-12-06,,UK,RBS Group,-2,UK,,,,,,UK Uncut,,,,
2011-12-06,HSBC   ,UK,HSBC,-2,UK,,,,,,UK Uncut,,,,
2011-12-06,Barclays  ,UK,Barclays Bank,-2,UK,,,,,,UK Uncut,,,,
2011-12-06,Lloyds Banking  ,UK,Lloyds Banking Group plc,-2,UK,,,,,,UK Uncut,,,,
2011-12-06,,France,International Chamber of Commerce,-2,South Africa,US,EU-Brussels,,,,groundWork / FoE South Africa,Greenpeace Africa,,,
2011-12-06,Deutsche Bank ,Germany,Deutsche Bank,-1,Germany,,,,,,groundWork / FoE South Africa,Urgewald,Klima-Allianz ,Earthlife Africa,
2011-12-06,Commerzbank ,Germany,Commerzbank,-1,Germany,,,,,,groundWork / FoE South Africa,Urgewald,Klima-Allianz ,Earthlife Africa,
2011-12-06,UniCredit ,Italy,UniCredit,-1,Germany,,,,,,groundWork / FoE South Africa,Urgewald,Klima-Allianz ,Earthlife Africa,
2011-12-06,UniCredit ,Italy,UniCredit,-1,Germany,,,,,,groundWork / FoE South Africa,Urgewald,Klima-Allianz ,Earthlife Africa,
2011-12-06,Allianz ,Germany,Allianz SE,-1,Germany,,,,,,groundWork / FoE South Africa,Urgewald,Klima-Allianz ,Earthlife Africa,
2011-12-06,,Germany,KfW Bankengruppe,-1,Germany,,,,,,groundWork / FoE South Africa,Urgewald,Klima-Allianz ,Earthlife Africa,
2011-12-06,,Germany,Landesbank Baden-Wuerttemberg (LBBW),-1,Germany,,,,,,groundWork / FoE South Africa,Urgewald,Klima-Allianz ,Earthlife Africa,
2011-12-06,,Germany,WestLB,-1,Germany,,,,,,groundWork / FoE South Africa,Urgewald,Klima-Allianz ,Earthlife Africa,
2011-12-06,,US,World Bank,-2,US,,,,,,Occupy Palm Beach County,Earth First,,,
2011-12-06,Bank of America ,US,Bank of America,-2,US,,,,,,Occupy Palm Beach County,Earth First,,,
2011-12-06,,US,Citigroup,-2,US,,,,,,Occupy Palm Beach County,Earth First,,,
2011-12-06,JPMorgan Chase ,US,JP Morgan Chase,-2,US,,,,,,Occupy Palm Beach County,Earth First,,,
2011-12-06,Wells Fargo ,US,Wells Fargo & Wachovia,-2,US,,,,,,Occupy Palm Beach County,Earth First,,,
2011-12-06,Goldman Sachs ,US,"Goldman Sachs Group, Inc.",-2,US,,,,,,Occupy Palm Beach County,Earth First,,,
2011-12-06,,US,"Carlyle Group, L.P. ",-2,US,,,,,,Occupy Palm Beach County,Earth First,,,
2011-12-06,,US,Fidelity Investments / FMR LLC,-2,US,,,,,,Occupy Palm Beach County,Earth First,,,
2011-12-06,,US,Nasdaq Stock Market Inc.,-2,US,,,,,,Occupy Palm Beach County,Earth First,,,
